Index       TIME              V(2)       
698      6.95500000e-07    1.74898377e+00
699      6.96500000e-07    1.74900299e+00
700      6.97500000e-07    1.74902221e+00
701      6.98500000e-07    1.74904142e+00
702      6.99500000e-07    1.74906063e+00
703      7.00500000e-07    1.74907984e+00
704      7.01500000e-07    1.74909905e+00
705      7.02500000e-07    1.74911826e+00
706      7.03500000e-07    1.74913746e+00
707      7.04500000e-07    1.74915667e+00
708      7.05500000e-07    1.74917587e+00
709      7.06500000e-07    1.74919507e+00
710      7.07500000e-07    1.74921426e+00
711      7.08500000e-07    1.74923346e+00
712      7.09500000e-07    1.74925265e+00
713      7.10500000e-07    1.74927184e+00
714      7.11500000e-07    1.74929103e+00
715      7.12500000e-07    1.74931022e+00
716      7.13500000e-07    1.74932941e+00
717      7.14500000e-07    1.74934859e+00
718      7.15500000e-07    1.74936777e+00
719      7.16500000e-07    1.74938695e+00
720      7.17500000e-07    1.74940613e+00
721      7.18500000e-07    1.74942531e+00
722      7.19500000e-07    1.74944448e+00
723      7.20500000e-07    1.74946365e+00
724      7.21500000e-07    1.74948282e+00
725      7.22500000e-07    1.74950199e+00
726      7.23500000e-07    1.74952116e+00
727      7.24500000e-07    1.74954032e+00
728      7.25500000e-07    1.74955948e+00
729      7.26500000e-07    1.74957865e+00
730      7.27500000e-07    1.74959780e+00
731      7.28500000e-07    1.74961696e+00
732      7.29500000e-07    1.74963612e+00
733      7.30500000e-07    1.74965527e+00
734      7.31500000e-07    1.74967442e+00
735      7.32500000e-07    1.74969357e+00
736      7.33500000e-07    1.74971272e+00
737      7.34500000e-07    1.74973186e+00
738      7.35500000e-07    1.74975101e+00
739      7.36500000e-07    1.74977015e+00
740      7.37500000e-07    1.74978929e+00
741      7.38500000e-07    1.74980842e+00
742      7.39500000e-07    1.74982756e+00
743      7.40500000e-07    1.74984669e+00
744      7.41500000e-07    1.74986583e+00
745      7.42500000e-07    1.74988496e+00
746      7.43500000e-07    1.74990408e+00
747      7.44500000e-07    1.74992321e+00
748      7.45500000e-07    1.74994233e+00
749      7.46500000e-07    1.74996146e+00
750      7.47500000e-07    1.74998058e+00
751      7.48500000e-07    1.74999970e+00
752      7.49500000e-07    1.75001881e+00
753      7.50500000e-07    1.75003793e+00
754      7.51500000e-07    1.75005704e+00
755      7.52500000e-07    1.75007615e+00
756      7.53500000e-07    1.75009526e+00
757      7.54500000e-07    1.75011437e+00
758      7.55500000e-07    1.75013347e+00
759      7.56500000e-07    1.75015258e+00
760      7.57500000e-07    1.75017168e+00
761      7.58500000e-07    1.75019078e+00
762      7.59500000e-07    1.75020987e+00
763      7.60500000e-07    1.75022897e+00
764      7.61500000e-07    1.75024806e+00
765      7.62500000e-07    1.75026716e+00
766      7.63500000e-07    1.75028625e+00
767      7.64500000e-07    1.75030533e+00
768      7.65500000e-07    1.75032442e+00
769      7.66500000e-07    1.75034350e+00
770      7.67500000e-07    1.75036259e+00
771      7.68500000e-07    1.75038167e+00
772      7.69500000e-07    1.75040075e+00
773      7.70500000e-07    1.75041982e+00
774      7.71500000e-07    1.75043890e+00
775      7.72500000e-07    1.75045797e+00
776      7.73500000e-07    1.75047704e+00
777      7.74500000e-07    1.75049611e+00
778      7.75500000e-07    1.75051518e+00
779      7.76500000e-07    1.75053424e+00
780      7.77500000e-07    1.75055330e+00
781      7.78500000e-07    1.75057237e+00
782      7.79500000e-07    1.75059143e+00
783      7.80500000e-07    1.75061048e+00
784      7.81500000e-07    1.75062954e+00
785      7.82500000e-07    1.75064859e+00
786      7.83500000e-07    1.75066764e+00
787      7.84500000e-07    1.75068669e+00
788      7.85500000e-07    1.75070574e+00
789      7.86500000e-07    1.75072479e+00
790      7.87500000e-07    1.75074383e+00
791      7.88500000e-07    1.75076287e+00
792      7.89500000e-07    1.75078191e+00
793      7.90500000e-07    1.75080095e+00
794      7.91500000e-07    1.75081999e+00
795      7.92500000e-07    1.75083902e+00
796      7.93500000e-07    1.75085806e+00
797      7.94500000e-07    1.75087709e+00
798      7.95500000e-07    1.75089612e+00
799      7.96500000e-07    1.75091514e+00
800      7.97500000e-07    1.75093417e+00
801      7.98500000e-07    1.75095319e+00
802      7.99500000e-07    1.75097221e+00
803      8.00500000e-07    1.75099123e+00
804      8.01500000e-07    1.75101025e+00
805      8.02500000e-07    1.75102927e+00
806      8.03500000e-07    1.75104828e+00
807      8.04500000e-07    1.75106729e+00
808      8.05500000e-07    1.75108630e+00
809      8.06500000e-07    1.75110531e+00
810      8.07500000e-07    1.75112432e+00
811      8.08500000e-07    1.75114332e+00
812      8.09500000e-07    1.75116232e+00
813      8.10500000e-07    1.75118132e+00
814      8.11500000e-07    1.75120032e+00
815      8.12500000e-07    1.75121932e+00
816      8.13500000e-07    1.75123831e+00
817      8.14500000e-07    1.75125731e+00
818      8.15500000e-07    1.75127630e+00
819      8.16500000e-07    1.75129529e+00
820      8.17500000e-07    1.75131427e+00
821      8.18500000e-07    1.75133326e+00
822      8.19500000e-07    1.75135224e+00
823      8.20500000e-07    1.75137122e+00
824      8.21500000e-07    1.75139020e+00
825      8.22500000e-07    1.75140918e+00
826      8.23500000e-07    1.75142816e+00
827      8.24500000e-07    1.75144713e+00
828      8.25500000e-07    1.75146610e+00
829      8.26500000e-07    1.75148507e+00
830      8.27500000e-07    1.75150404e+00
831      8.28500000e-07    1.75152301e+00
832      8.29500000e-07    1.75154197e+00
833      8.30500000e-07    1.75156093e+00
834      8.31500000e-07    1.75157989e+00
835      8.32500000e-07    1.75159885e+00
836      8.33500000e-07    1.75161781e+00
837      8.34500000e-07    1.75163676e+00
838      8.35500000e-07    1.75165572e+00
839      8.36500000e-07    1.75167467e+00
840      8.37500000e-07    1.75169362e+00
841      8.38500000e-07    1.75171256e+00
842      8.39500000e-07    1.75173151e+00
843      8.40500000e-07    1.75175045e+00
844      8.41500000e-07    1.75176939e+00
845      8.42500000e-07    1.75178833e+00
846      8.43500000e-07    1.75180727e+00
847      8.44500000e-07    1.75182621e+00
848      8.45500000e-07    1.75184514e+00
849      8.46500000e-07    1.75186407e+00
850      8.47500000e-07    1.75188300e+00
851      8.48500000e-07    1.75190193e+00
852      8.49500000e-07    1.75192086e+00
853      8.50500000e-07    1.75193978e+00
854      8.51500000e-07    1.75195871e+00
855      8.52500000e-07    1.75197763e+00
856      8.53500000e-07    1.75199655e+00
857      8.54500000e-07    1.75201546e+00
858      8.55500000e-07    1.75203438e+00
859      8.56500000e-07    1.75205329e+00
860      8.57500000e-07    1.75207220e+00
861      8.58500000e-07    1.75209111e+00
862      8.59500000e-07    1.75211002e+00
863      8.60500000e-07    1.75212893e+00
864      8.61500000e-07    1.75214783e+00
865      8.62500000e-07    1.75216673e+00
866      8.63500000e-07    1.75218563e+00
867      8.64500000e-07    1.75220453e+00
868      8.65500000e-07    1.75222343e+00
869      8.66500000e-07    1.75224232e+00
870      8.67500000e-07    1.75226121e+00
871      8.68500000e-07    1.75228010e+00
872      8.69500000e-07    1.75229899e+00
873      8.70500000e-07    1.75231788e+00
874      8.71500000e-07    1.75233676e+00
875      8.72500000e-07    1.75235565e+00
876      8.73500000e-07    1.75237453e+00
877      8.74500000e-07    1.75239341e+00
878      8.75500000e-07    1.75241228e+00
879      8.76500000e-07    1.75243116e+00
880      8.77500000e-07    1.75245003e+00
881      8.78500000e-07    1.75246890e+00
882      8.79500000e-07    1.75248777e+00
883      8.80500000e-07    1.75250664e+00
884      8.81500000e-07    1.75252551e+00
885      8.82500000e-07    1.75254437e+00
886      8.83500000e-07    1.75256323e+00
887      8.84500000e-07    1.75258209e+00
888      8.85500000e-07    1.75260095e+00
889      8.86500000e-07    1.75261981e+00
890      8.87500000e-07    1.75263866e+00
891      8.88500000e-07    1.75265752e+00
892      8.89500000e-07    1.75267637e+00
893      8.90500000e-07    1.75269522e+00
894      8.91500000e-07    1.75271406e+00
895      8.92500000e-07    1.75273291e+00
896      8.93500000e-07    1.75275175e+00
897      8.94500000e-07    1.75277059e+00
898      8.95500000e-07    1.75278943e+00
899      8.96500000e-07    1.75280827e+00
900      8.97500000e-07    1.75282711e+00
901      8.98500000e-07    1.75284594e+00
902      8.99500000e-07    1.75286477e+00
903      9.00500000e-07    1.75288360e+00
904      9.01500000e-07    1.75290243e+00
905      9.02500000e-07    1.75292126e+00
906      9.03500000e-07    1.75294008e+00
907      9.04500000e-07    1.75295890e+00
908      9.05500000e-07    1.75297773e+00
909      9.06500000e-07    1.75299654e+00
910      9.07500000e-07    1.75301536e+00
911      9.08500000e-07    1.75303418e+00
912      9.09500000e-07    1.75305299e+00
913      9.10500000e-07    1.75307180e+00
914      9.11500000e-07    1.75309061e+00
915      9.12500000e-07    1.75310942e+00
916      9.13500000e-07    1.75312822e+00
917      9.14500000e-07    1.75314703e+00
918      9.15500000e-07    1.75316583e+00
919      9.16500000e-07    1.75318463e+00
920      9.17500000e-07    1.75320343e+00
921      9.18500000e-07    1.75322222e+00
922      9.19500000e-07    1.75324102e+00
923      9.20500000e-07    1.75325981e+00
924      9.21500000e-07    1.75327860e+00
925      9.22500000e-07    1.75329739e+00
926      9.23500000e-07    1.75331618e+00
927      9.24500000e-07    1.75333496e+00
928      9.25500000e-07    1.75335375e+00
929      9.26500000e-07    1.75337253e+00
930      9.27500000e-07    1.75339131e+00
931      9.28500000e-07    1.75341008e+00
932      9.29500000e-07    1.75342886e+00
933      9.30500000e-07    1.75344763e+00
934      9.31500000e-07    1.75346641e+00
935      9.32500000e-07    1.75348518e+00
936      9.33500000e-07    1.75350394e+00
937      9.34500000e-07    1.75352271e+00
938      9.35500000e-07    1.75354147e+00
939      9.36500000e-07    1.75356024e+00
940      9.37500000e-07    1.75357900e+00
941      9.38500000e-07    1.75359776e+00
942      9.39500000e-07    1.75361651e+00
943      9.40500000e-07    1.75363527e+00
944      9.41500000e-07    1.75365402e+00
945      9.42500000e-07    1.75367277e+00
946      9.43500000e-07    1.75369152e+00
947      9.44500000e-07    1.75371027e+00
948      9.45500000e-07    1.75372902e+00
949      9.46500000e-07    1.75374776e+00
950      9.47500000e-07    1.75376650e+00
951      9.48500000e-07    1.75378524e+00
952      9.49500000e-07    1.75380398e+00
953      9.50500000e-07    1.75382272e+00
954      9.51500000e-07    1.75384145e+00
955      9.52500000e-07    1.75386018e+00
956      9.53500000e-07    1.75387891e+00
957      9.54500000e-07    1.75389764e+00
958      9.55500000e-07    1.75391637e+00
959      9.56500000e-07    1.75393509e+00
960      9.57500000e-07    1.75395382e+00
961      9.58500000e-07    1.75397254e+00
962      9.59500000e-07    1.75399126e+00
963      9.60500000e-07    1.75400997e+00
964      9.61500000e-07    1.75402869e+00
965      9.62500000e-07    1.75404740e+00
966      9.63500000e-07    1.75406612e+00
967      9.64500000e-07    1.75408483e+00
968      9.65500000e-07    1.75410353e+00
969      9.66500000e-07    1.75412224e+00
970      9.67500000e-07    1.75414095e+00
971      9.68500000e-07    1.75415965e+00
972      9.69500000e-07    1.75417835e+00
973      9.70500000e-07    1.75419705e+00
974      9.71500000e-07    1.75421574e+00
975      9.72500000e-07    1.75423444e+00
976      9.73500000e-07    1.75425313e+00
977      9.74500000e-07    1.75427182e+00
978      9.75500000e-07    1.75429051e+00
979      9.76500000e-07    1.75430920e+00
980      9.77500000e-07    1.75432789e+00
981      9.78500000e-07    1.75434657e+00
982      9.79500000e-07    1.75436525e+00
983      9.80500000e-07    1.75438393e+00
984      9.81500000e-07    1.75440261e+00
985      9.82500000e-07    1.75442129e+00
986      9.83500000e-07    1.75443996e+00
987      9.84500000e-07    1.75445863e+00
988      9.85500000e-07    1.75447731e+00
989      9.86500000e-07    1.75449597e+00
990      9.87500000e-07    1.75451464e+00
991      9.88500000e-07    1.75453331e+00
992      9.89500000e-07    1.75455197e+00
993      9.90500000e-07    1.75457063e+00
994      9.91500000e-07    1.75458929e+00
995      9.92500000e-07    1.75460795e+00
996      9.93500000e-07    1.75462660e+00
997      9.94500000e-07    1.75464526e+00
998      9.95500000e-07    1.75466391e+00
999      9.96500000e-07    1.75468256e+00
1000     9.97500000e-07    1.75470121e+00
1001     9.98500000e-07    1.75471986e+00
1002     9.99500000e-07    1.75473850e+00
1003     1.00000000e-06    1.75474782e+00
End of Xyce(TM) Simulation
